strategy,num_mines,time_to_kill,surviving_mines,enemy_destroyed
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
Прямая,2,222,2,True
